scientificName,redlistCategory
Stylogyne longifolia,Least Concern
Cybianthus amplus,Least Concern
Rhabdodendron amazonicum,Least Concern
Cybianthus gardneri,Least Concern
Rudgea guianensis,Least Concern
Licania coriacea,Least Concern
Cybianthus lepidotus,Least Concern
Casearia completa,Least Concern
Licania discolor,Least Concern
Qualea acuminata,Least Concern
Rhodothyrsus macrophyllus,Least Concern
Ruprechtia brachysepala,Least Concern
Schoenobiblus daphnoides,Least Concern
Ternstroemia candolleana,Least Concern
Xylosma ciliatifolia,Least Concern
Blepharandra hypoleuca,Least Concern
Manihot baccata,Least Concern
Ochthocosmus roraimae,Least Concern
Styrax sieberi,Least Concern
Securidaca volubilis,Least Concern
Miconia aliquantula,Least Concern
Mouriri subumbellata,Least Concern
Tabernaemontana cymosa,Least Concern
Cordia sprucei,Least Concern
Erythroxylum leptoneurum,Least Concern
Henriettea granulata,Least Concern
Henriettea maroniensis,Least Concern
Maquira calophylla,Least Concern
Miconia acutifolia,Least Concern
Miconia rugosa,Least Concern
Conchocarpus longifolius,Least Concern
Eugenia roseiflora,Least Concern
Guarea scabra,Least Concern
Cybianthus guyanensis,Least Concern
Talisia carinata,Least Concern
Psidium australe,Least Concern
Virola venosa,Least Concern
Virola michelii,Least Concern
Glycydendron amazonicum,Least Concern
Rinorea amapensis,Least Concern
Maquira sclerophylla,Least Concern
Rinorea falcata,Least Concern
Roucheria laxiflora,Least Concern
Sapium argutum,Least Concern
Stylogyne micrantha,Least Concern
Terminalia dichotoma,Least Concern
Miconia tococoronata,Least Concern
Leandra micropetala,Least Concern
Remijia densiflora,Least Concern
Vouarana guianensis,Least Concern
Adenophaedra megalophylla,Least Concern
Miconia brevipes,Least Concern
Baccharis brachylaenoides,Least Concern
Jablonskia congesta,Least Concern
Hebepetalum humiriifolia,Least Concern
Palicourea quadrifolia,Least Concern
Palicourea longistipulata,Least Concern
Palicourea calophylla,Least Concern
Myrciaria vismiifolia,Least Concern
Protium amazonicum,Least Concern
Protium apiculatum,Least Concern
Psychotria ernestii,Least Concern
Psidium guyanense,Least Concern
Stachyarrhena spicata,Least Concern
Talisia cupularis,Least Concern
Talisia mollis,Least Concern
Neoraputia paraensis,Least Concern
Actinostemon schomburgkii,Least Concern
Eugenia wentii,Least Concern
Tabernaemontana rupicola,Least Concern
Protium decandrum,Least Concern
Rinorea neglecta,Least Concern
Dulacia guianensis,Least Concern
Lueheopsis rosea,Least Concern
Miconia eriodonta,Least Concern
Miconia egensis,Least Concern
Miconia alternans,Least Concern
Machaonia brasiliensis,Least Concern
Ferdinandusa rudgeoides,Least Concern
Erythroxylum impressum,Least Concern
Emmotum glabrum,Least Concern
Guarea carinata,Least Concern
Maquira coriacea,Least Concern
Cordia lomatoloba,Least Concern
Mouriri oligantha,Least Concern
Protium polybotryum,Least Concern
Protium strumosum,Least Concern
Psidium densicomum,Least Concern
Talisia retusa,Least Concern
Parahancornia fasciculata,Least Concern
Peritassa peruviana,Least Concern
Bonnetia paniculata,Least Concern
Byrsonima aerugo,Least Concern
Euphorbia comosa,Least Concern
Jupunba floribunda,Least Concern
Miconia macrosperma,Least Concern
Tetragastris hostmannii,Least Concern
Caraipa savannarum,Least Concern
Symplocos guianensis,Least Concern
Isertia spiciformis,Least Concern
Eugenia ferreiraeana,Least Concern
Leandra solenifera,Least Concern
Miconia traillii,Least Concern
Palicourea perquadrangularis,Least Concern
Zygia juruana,Least Concern
Cybianthus quelchii,Least Concern
Miconia amacurensis,Least Concern
Miconia serialis,Least Concern
Psidium striatulum,Least Concern
Rudgea stipulacea,Least Concern
Pachyloma coriaceum,Least Concern
Protium subserratum,Least Concern
Licania polita,Least Concern
Croton palanostigma,Least Concern
Protium opacum,Least Concern
Protium grandifolium,Least Concern
Croton cajucara,Least Concern
Conceveiba martiana,Least Concern
Miconia tillettii,Least Concern
Licania membranacea,Least Concern
Eugenia citrifolia,Least Concern
Henriettea ovata,Least Concern
Sagotia brachysepala,Least Concern
Miconia stephananthera,Least Concern
Mouriri huberi,Least Concern
Toulicia guianensis,Least Concern
Poecilandra retusa,Least Concern
Cybianthus fulvopulverulentus,Least Concern
Eugenia cupulata,Least Concern
Mabea angularis,Least Concern
Miconia regelii,Least Concern
Protium giganteum,Least Concern
Quiina pteridophylla,Least Concern
Retiniphyllum chloranthum,Least Concern
Salvertia convallariodora,Least Concern
Talisia longifolia,Least Concern
Bejaria sprucei,Least Concern
Blepharocalyx eggersii,Least Concern
Burdachia sphaerocarpa,Least Concern
Lacistema grandifolium,Least Concern
Weinmannia velutina,Least Concern
Pouteria rigida,Least Concern
Touroulia guianensis,Least Concern
Caraipa richardiana,Least Concern
Digomphia laurifolia,Least Concern
Lacistema polystachyum,Least Concern
Meriania urceolata,Least Concern
Clusia chiribiquetensis,Least Concern
Pristimera nervosa,Least Concern
Roucheria columbiana,Least Concern
Mollia lepidota,Least Concern
Henriettea caudata,Least Concern
Corythophora rimosa,Least Concern
Conchocarpus heterophyllus,Least Concern
Mouriri collocarpa,Least Concern
Rinoreocarpus ulei,Least Concern
Protium robustum,Least Concern
Miconia tocoaristata,Least Concern
Vasivaea alchorneoides,Least Concern
Mouriri duckeana,Least Concern
Neoptychocarpus apodanthus,Least Concern
Perebea mollis,Least Concern
Bonnetia sessilis,Least Concern
Piranhea trifoliata,Least Concern
Phyllanthus myrsinites,Least Concern
Schlegelia fuscata,Least Concern
Talisia hemidasya,Least Concern
Stylogyne orinocensis,Least Concern
Spiranthera parviflora,Least Concern
Rauia resinosa,Least Concern
Quiina obovata,Least Concern
Salacia insignis,Least Concern
Tabernaemontana linkii,Least Concern
Rudgea graciliflora,Least Concern
Eugenia omissa,Least Concern
Eugenia limbosa,Least Concern
Inga densiflora,Least Concern
Diphysa carthagenensis,Least Concern
Echinacea laevigata,Near Threatened
Chionanthus parviflorus,Endangered
Tachia siwertii,Data Deficient
Ouratea chrysopetala,Endangered
Calycolpus andersonii,Data Deficient
Duguetia subcordata,Endangered
Eugenia bimarginata,Least Concern
Erythroxylum tapacuranum,Data Deficient
Piptocarpha longipedunculata,Endangered
Tabernaemontana brasiliensis,Data Deficient
Qualea labouriauana,Vulnerable
Hirtella scaberula,Data Deficient
Xylopia nitida,Least Concern
Callisthene major,Least Concern
Coussarea liesneri,Data Deficient
Myrciaria alagoana,Endangered
Eugenia ruschiana,Critically Endangered
Ficus diamantina,Endangered
Heteropterys byrsonimifolia,Least Concern
Bonyunia venusta,Data Deficient
Mezilaurus microphylla,Critically Endangered
Macairea cuieirasii,Endangered
Xylopia calophylla,Least Concern
Aspidosperma salgadense,Endangered
Tachigali fusca,Data Deficient
Aripuana cullmaniorum,Endangered
Cryptocarya sellowiana,Critically Endangered
Ocotea albescens,Data Deficient
Ocotea barbellata,Data Deficient
Ocotea minarum,Least Concern
Ocotea silvae,Data Deficient
Persea jariensis,Data Deficient
Pleurothyrium amplifolium,Critically Endangered
Pleurothyrium prancei,Vulnerable
Pavonia crispa,Critically Endangered
Pavonia ducke-limae,Critically Endangered
Pavonia sancti,Critically Endangered
Meriania neblinensis,Data Deficient
Eugenia pithecocephala,Critically Endangered
Eugenia sessilifolia,Critically Endangered
Plinia rogersiana,Critically Endangered
Ouratea javariensis,Data Deficient
Myrsine luae,Data Deficient
Quiina maguirei,Data Deficient
Chomelia randioides,Endangered
Casearia obliqua,Least Concern
Cupania moraesiana,Critically Endangered
Talisia granulosa,Critically Endangered
Cecropia concolor,Least Concern
Coussapoa cupularis,Data Deficient
Vochysia talmonii,Critically Endangered
Leandra loligomorpha,Critically Endangered
Cordia gardneri,Endangered
Haploclathra grandiflora,Data Deficient
Hirtella conduplicata,Critically Endangered
Hirtella longifolia,Data Deficient
Acalypha fragilis,Critically Endangered
Enterolobium gummiferum,Least Concern
Sloanea pseudoverticillata,Data Deficient
Garcinia albuquerquei,Endangered
Hirtella triandra,Least Concern
Couepia longipetiolata,Endangered
Zanthoxylum unifoliolatum,Endangered
Qualea insignis,Vulnerable
Qualea macropetala,Data Deficient
Pavonia spectabilis,Critically Endangered
Campomanesia sepalifolia,Critically Endangered
Ternstroemia subcaudata,Data Deficient
Siparuna petasiformis,Data Deficient
Symplocos inopinata,Endangered
Casearia murceana,Vulnerable
Cnidoscolus rupestris,Endangered
Protium pilosellum,Data Deficient
Croton abonari,Data Deficient
Andira humilis,Least Concern
Ocotea sperata,Critically Endangered
Eugenia circumdata,Critically Endangered
Palicourea grandifolia,Least Concern
Pseudoxandra pilosa,Data Deficient
Ilex sapiiformis,Critically Endangered
Duguetia elliptica,Data Deficient
Polygonanthus punctulatus,Data Deficient
Unonopsis heterotricha,Data Deficient
Mollia paraensis,Data Deficient
Ocotea inhauba,Data Deficient
Tachigali candelabrum,Endangered
Vochysia mapuerae,Vulnerable
Hirtella subglanduligera,Data Deficient
Hirtella kuhlmannii,Endangered
Rourea laurifolia,Vulnerable
Tachigali acrensis,Critically Endangered
Swartzia curranii,Data Deficient
Erythrina verna,Least Concern
Lamanonia ulei,Endangered
Couepia froesii,Data Deficient
Malouetia aquatica,Data Deficient
Hololepis hatschbachii,Critically Endangered
Caraipa multinervia,Data Deficient
Erythroxylum ayrtonianum,Endangered
Cinnamomum caratingae,Data Deficient
Pouteria velutinicarpa,Critically Endangered
Symplocos rizzinii,Critically Endangered
Eugenia glabrescens,Endangered
Vochysia calamana,Data Deficient
Vochysia assua,Vulnerable
Qualea themistoclesii,Data Deficient
Pradosia lahoziana,Critically Endangered
Chionanthus greenii,Data Deficient
Eugenia mollicoma,Critically Endangered
Ficus latipedunculata,Critically Endangered
Pterandra evansii,Vulnerable
Ocotea hypoglauca,Critically Endangered
Tachigali argyrophylla,Data Deficient
Sorocea longipedicellata,Critically Endangered
Duguetia aripuanae,Data Deficient
Swartzia prancei,Data Deficient
Pseudalbizzia polycephala,Least Concern
Crepinella pallens,Data Deficient
Xylopia uniflora,Data Deficient
Caraipa balbinensis,Endangered
Caraipa glabra,Data Deficient
Sloanea froesii,Vulnerable
Acalypha juruana,Data Deficient
Andira cujabensis,Least Concern
Machaerium opacum,Least Concern
Zollernia cowanii,Critically Endangered
Vitex chrysleriana,Data Deficient
Vitex snethlagiana,Critically Endangered
Bonyunia magnifica,Data Deficient
Acmanthera duckei,Data Deficient
Hibiscus peterianus,Endangered
Theobroma canumanense,Data Deficient
Mouriri pusa,Least Concern
Miconia costoides,Data Deficient
Eugenia capixaba,Data Deficient
Eugenia theodorae,Critically Endangered
Ternstroemia krukoffiana,Data Deficient
Coussarea machadoana,Vulnerable
Palicourea irwinii,Data Deficient
Warszewiczia schwackei,Least Concern
Chrysophyllum wilsonii,Endangered
Pouteria resinosa,Endangered
Qualea brasiliana,Data Deficient
Vochysia gummifera,Endangered
Cnidoscolus magni-gerdtii,Critically Endangered
Erythroxylum sobraleanum,Critically Endangered
Xylopia xylantha,Data Deficient
Vochysia expansa,Vulnerable
Coussapoa scabra,Data Deficient
Casearia neblinae,Data Deficient
Remijia duckei,Data Deficient
Psychotria carthagenensis,Least Concern
Neblinathamnus brasiliensis,Data Deficient
Mezilaurus micrantha,Endangered
Mezilaurus manausensis,Data Deficient
Aegiphila exiguiflora,Data Deficient
Aegiphila australis,Near Threatened
Crotalaria doidgeae,Least Concern
Argyrolobium sericosemium,Least Concern
Ficus johannis,Least Concern
Pandanus juliferus,Critically Endangered
Pandanus vinaceus,Data Deficient
Pandanus obconicus,Data Deficient
Pandanus nemoralis,Data Deficient
Pandanus ligulatus,Data Deficient
Pandanus kabaenaensis,Data Deficient
Pandanus dictyotus,Data Deficient
Pandanus multibracteatus,Critically Endangered
Pandanus calathiphorus,Data Deficient
Pandanus brachycarpus,Data Deficient
Pandanus bracteosus,Data Deficient
Pandanus burmanicus,Data Deficient
Pandanus ceratostigma,Data Deficient
Pandanus gillespiei,Data Deficient
Pandanus helicopus,Data Deficient
Pandanus katatonos,Data Deficient
Pandanus longipedunculatus,Data Deficient
Benstonea toei,Data Deficient
Pandanus patina,Data Deficient
Cinnamomum kerangas,Endangered
Gesneria brachysepala,Vulnerable
Salvia buchii,Critically Endangered
Salvia decumbens,Vulnerable
Salvia haitiensis,Critically Endangered
Salvia primuliformis,Critically Endangered
Neolitsea javanica,Least Concern
Cordia clarkei,Data Deficient
Cordia brunnea,Data Deficient
Styrax buchananii,Data Deficient
Ficus caloneura,Data Deficient
Cordia mhaya,Data Deficient
Wendlandia nitens,Data Deficient
Meliosma colletiana,Data Deficient
Ixora myitkyinensis,Data Deficient
Drypetes elliptica,Data Deficient
Garcinia microstigma,Data Deficient
Zanthoxylum sapindifolium,Data Deficient
Sorbus paucijuga,Data Deficient
Sorbus apicidens,Data Deficient
Mangifera mariana,Data Deficient
Microtropis beddomei,Data Deficient
Microtropis gagei,Data Deficient
Phyllanthus albizzioides,Data Deficient
Prunus kingdonwardii,Data Deficient
Sterculia cognata,Data Deficient
Sterculia striatiflora,Data Deficient
Terminalia oliveri,Least Concern
Woodburnia penduliflora,Data Deficient
Sterculia linguifolia,Data Deficient
Rhus amherstensis,Data Deficient
Phyllanthus prainianus,Data Deficient
Pellacalyx parkinsonii,Data Deficient
Paramignya grandiflora,Data Deficient
Paradombeya multiflora,Data Deficient
Microtropis scottii,Data Deficient
Microtropis longifolia,Data Deficient
Euonymus fusiformis,Data Deficient
Prunus bracteopadus,Data Deficient
Drypetes balakrishnanii,Data Deficient
Terminalia myanmarensis,Data Deficient
Wendlandia glomerulata,Data Deficient
Homalium burmanicum,Data Deficient
Garcinia choisyiana,Data Deficient
Scolopia kermodei,Data Deficient
Pyrus kachinensis,Data Deficient
Casearia andamanica,Data Deficient
Cleistanthus stenophyllus,Data Deficient
Semecarpus panduratus,Data Deficient
Semecarpus subspathulatus,Data Deficient
Sloanea parkinsonii,Data Deficient
Hibiscus parkinsonii,Data Deficient
Zollingeria macrocarpa,Data Deficient
Gardenia cuneata,Data Deficient
Crotalaria laburnoides,Least Concern
Aspalathus ulicina,Least Concern
Actinodaphne kostermansii,Near Threatened
Actinodaphne soepadmoi,Endangered
Aiouea salicifolia,Endangered
Aiouea subsessilis,Endangered
Aiouea zapatae,Vulnerable
Beilschmiedia reticulata,Data Deficient
Cinnamomum fitianum,Near Threatened
Persea bernardii,Least Concern
Persea croizatii,Endangered
Persea fastigiata,Least Concern
Persea grandiflora,Least Concern
Persea haenkeana,Least Concern
Persea hexanthera,Least Concern
Persea jenmanii,Vulnerable
Persea mutisii,Least Concern
Persea oblongifolia,Vulnerable
Persea perseiphylla,Least Concern
Persea peruviana,Least Concern
Persea sphaerocarpa,Least Concern
Persea sprucei,Data Deficient
Persea subcordata,Least Concern
Phoebe excelsa,Vulnerable
Machilus fruticosa,Data Deficient
Lotononis burchellii,Least Concern
Myrcia strigosa,Near Threatened
Polyalthiopsis verrucipes,Critically Endangered
Polyalthiopsis chinensis,Data Deficient
Uvaria siamensis,Least Concern
Trivalvaria nervosa,Least Concern
Trivalvaria costata,Least Concern
Neo-uvaria parallelivenia,Data Deficient
Neo-uvaria acuminatissima,Least Concern
Myrcia arachnicola,Critically Endangered
Stelechocarpus expansus,Least Concern
Stelechocarpus cauliflorus,Least Concern
Popowia odoardi,Least Concern
Popowia alata,Data Deficient
Popowia fusca,Least Concern
Popowia helferi,Data Deficient
Popowia hirta,Least Concern
Popowia velutina,Least Concern
Popowia tomentosa,Least Concern
Popowia pisocarpa,Least Concern
Popowia perakensis,Data Deficient
Popowia pauciflora,Data Deficient
Monoon amischocarpum,Endangered
Monoon liukiuense,Endangered
Wuodendron praecox,Endangered
Monoon longifolium,Least Concern
Sageraea thwaitesii,Near Threatened
Sageraea reticulata,Critically Endangered
Sageraea listeri,Data Deficient
Sageraea laurina,Least Concern
Pseuduvaria taipingensis,Critically Endangered
Pseuduvaria hyadena,Data Deficient
Pseuduvaria fragrans,Vulnerable
Pseuduvaria borneensis,Least Concern
Pseuduvaria phuyensis,Endangered
Pseuduvaria setosa,Least Concern
Pseuduvaria gardneri,Critically Endangered
Pseuduvaria galeata,Endangered
Xylopia sumatrana,Least Concern
Xylopia championii,Least Concern
Xylopia elliptica,Vulnerable
Xylopia coriifolia,Vulnerable
Xylopia dehiscens,Least Concern
Xylopia ferruginea,Least Concern
Xylopia fusca,Least Concern
Xylopia subdehiscens,Least Concern
Xylopia vielana,Least Concern
Xylopia heterotricha,Least Concern
Xylopia ngii,Near Threatened
Xylopia densifolia,Near Threatened
Xylopia malayana,Least Concern
Xylopia peekelii,Least Concern
Xylopia nigricans,Near Threatened
Xylopia pierrei,Near Threatened
Xylopia mucronata,Near Threatened
Indigofera melanadenia,Least Concern
Lotononis carnosa,Least Concern
Gitara nicaraguensis,Least Concern
Phenax mexicanus,Least Concern
Pseudolmedia rigida,Least Concern
Pseudolmedia laevigata,Least Concern
Palicourea brachiata,Least Concern
Biermannia arunachalensis,Data Deficient
Ardisia venosissima,Least Concern
Ampelocera macrocarpa,Least Concern
Acer iranicum,Critically Endangered
Euphorbia sinclairiana,Least Concern
Orophea uniflora,Near Threatened
Orophea alba,Near Threatened
Orophea kerrii,Vulnerable
Orophea acuminata,Data Deficient
Orophea thomsonii,Endangered
Orophea myriantha,Least Concern
Orophea maculata,Near Threatened
Orophea kostermansiana,Least Concern
Orophea kingiana,Data Deficient
Orophea hexandra,Near Threatened
Orophea erythrocarpa,Vulnerable
Orophea cuneiformis,Least Concern
Orophea enneandra,Near Threatened
Orophea flagellaris,Data Deficient
Orophea trigyna,Least Concern
Orophea creaghii,Least Concern
Orophea polycarpa,Least Concern
Orophea corymbosa,Least Concern
Orophea chrysantha,Data Deficient
Polyalthia myristica,Least Concern
Polyalthia motleyana,Least Concern
Polyalthia longirostris,Near Threatened
Polyalthia dictyoneura,Least Concern
Polyalthia bromantha,Data Deficient
Polyalthia stenopetala,Least Concern
Polyalthia chrysotricha,Least Concern
Polyalthia hirtifolia,Critically Endangered
Polyalthia monocarpioides,Data Deficient
Polyalthia stenophylla,Data Deficient
Polyalthia watui,Least Concern
Polyalthia microtus,Least Concern
Polyalthia igniflora,Least Concern
Polyalthia subcordata,Near Threatened
Polyalthia bullata,Least Concern
Polyalthia cauliflora,Least Concern
Polyalthia cinnamomea,Least Concern
Polyalthia malabarica,Near Threatened
Polyalthia microsepala,Data Deficient
Polyalthia obliqua,Least Concern
Polyalthia suberosa,Least Concern
Polyalthia ichthyosma,Vulnerable
Polyalthia endertii,Data Deficient
Polyalthia corticosa,Data Deficient
Polyalthia flagellaris,Least Concern
Polyalthia tipuliflora,Endangered
Jacqueshuberia amplifoliola,Least Concern
Wettinia disticha,Least Concern
Oenocarpus makeru,Least Concern
Ilex micrantha,Least Concern
Aphelandra mildbraediana,Least Concern
Matisia cornu-copiae,Least Concern
Swartzia oscarpintoana,Least Concern
Conceveiba santanderensis,Vulnerable
Libidibia ebano,Vulnerable
Oreopanax hypargyreus,Critically Endangered
Oreopanax killipii,Critically Endangered
Sciodaphyllum samarianum,Endangered
Sciodaphyllum sararense,Critically Endangered
Ageratina latipes,Near Threatened
Critoniopsis cinerea,Critically Endangered
Critoniopsis cuatrecasasii,Critically Endangered
Diplostephium dentatum,Critically Endangered
Gynoxys florulenta,Vulnerable
Gynoxys hirsutissima,Critically Endangered
Ormosia revoluta,Vulnerable
Swartzia mucronifera,Vulnerable
Zygia andaquiensis,Endangered
Zygia codonocalyx,Critically Endangered
Gustavia excelsa,Vulnerable
Gustavia latifolia,Endangered
Gustavia romeroi,Vulnerable
Pterandra colombiana,Near Threatened
Ayenia cuatrecasae,Endangered
Hampea albipetala,Least Concern
Spirotheca mahechae,Critically Endangered
Blakea schultzei,Vulnerable
Henriettea maguirei,Vulnerable
Miconia acutipetala,Least Concern
Miconia bella,Vulnerable
Bonyunia excelsa,Least Concern
Metteniusa santanderensis,Critically Endangered
Andesanthus paleaceus,Vulnerable
Miconia turgida,Least Concern
Miconia spatellophora,Least Concern
Miconia rava,Critically Endangered
Eschweilera cabrerana,Endangered
Rhodostemonodaphne penduliflora,Least Concern
Pleurothyrium grandiflorum,Least Concern
Persea chrysophylla,Vulnerable
Andea micans,Least Concern
Ocotea beekmanii,Least Concern
Vitex columbiensis,Vulnerable
Aegiphila truncata,Least Concern
Aegiphila pennellii,Vulnerable
Erythroxylum cassinoides,Endangered
Lessingianthus yariguiensis,Least Concern
Saurauia portachuelensis,Least Concern
Steiractinia helianthoides,Least Concern
Paragynoxys undatifolia,Least Concern
Critoniopsis lindenii,Least Concern
Oreopanax cyclophyllus,Critically Endangered
Ilex gale,Endangered
Mauria obtusifolia,Endangered
Saurauia aromatica,Least Concern
Aphelandra pharangophila,Near Threatened
Jaramilloa hylibates,Endangered
Vismia rufa,Least Concern
Pachira pulchra,Endangered
Croton ater,Endangered
Ilex bullata,Critically Endangered
Saurauia putumayonis,Least Concern
Acalypha inaequilatera,Critically Endangered
Croton aristophlebius,Endangered
Macrolobium defloccatum,Least Concern
Gustavia longifuniculata,Vulnerable
Miconia majalis,Vulnerable
Miconia annulata,Vulnerable
Matisia cruceto,Least Concern
Erythroxylum plowmanianum,Vulnerable
Saurauia pulchra,Vulnerable
Saurauia choriophylla,Least Concern
Critoniopsis popayanensis,Vulnerable
Linochilus ellipticus,Critically Endangered
Lupinus colombiensis,Vulnerable
Chalybea minor,Least Concern
Eschweilera praealta,Least Concern
Themistoclesia hirsuta,Least Concern
Erythroxylum haughtii,Least Concern
Ilex nayana,Least Concern
Ilex spinulosa,Least Concern
Wettinia lanata,Least Concern
Muellera burkartii,Vulnerable
Ilex flosparva,Least Concern
Oreopanax brunneus,Vulnerable
Critoniopsis glandulata,Vulnerable
Paragynoxys uribei,Vulnerable
Besleria decipiens,Endangered
Vismia cuatrecasasii,Least Concern
Gynoxys hirsuta,Vulnerable
Saurauia chocoensis,Vulnerable
Saurauia stapfiana,Least Concern
Zygia lehmannii,Vulnerable
Saurauia strigillosa,Near Threatened
Saurauia chiliantha,Least Concern
Acalypha chocoana,Least Concern
Metteniusa cogolloi,Least Concern
Guarea corrugata,Least Concern
Tibouchina andreana,Least Concern
Miconia stipularis,Least Concern
Grias purpuripetala,Least Concern
Eschweilera integricalyx,Vulnerable
Pleurothyrium crassitepalum,Least Concern
Vismia laevis,Least Concern
Perymenium colombianum,Endangered
Saurauia micayensis,Vulnerable
Clusia plumieri,Endangered
Ardisia picardae,Vulnerable
Guettarda prenleloupii,Least Concern
Guettarda tenuiramis,Vulnerable
Psychotria buchii,Least Concern
Lonchocarpus ellipticus,Critically Endangered
Lonchocarpus monophyllus,Critically Endangered
Pavonia aurantia,Endangered
Calycorectes dominicanus,Critically Endangered
Eugenia neibensis,Endangered
Guapira ligustrifolia,Data Deficient
Rondeletia azuensis,Critically Endangered
Rondeletia feketeana,Critically Endangered
Myrcia botryophylla,Endangered
Myrcia cymatophylla,Data Deficient
Lotononis involucrata,Least Concern
Neonotonia wightii,Least Concern
Syzygium poyanum,Endangered
Syzygium pendulinum,Critically Endangered
Syzygium kriegeri,Vulnerable
Syzygium multipetalum,Least Concern
Syzygium neocaledonicum,Vulnerable
Syzygium neolaurifolium,Least Concern
Syzygium nitens,Endangered
Syzygium pennelii,Endangered
Syzygium propinquum,Vulnerable
Syzygium xanthostemifolium,Vulnerable
Syzygium toninense,Least Concern
Syzygium kuebiniense,Vulnerable
Syzygium koumacense,Critically Endangered
Syzygium guillauminii,Vulnerable
Syzygium francii,Near Threatened
Syzygium baladense,Least Concern
Syzygium auriculatum,Near Threatened
Syzygium aoupinianum,Near Threatened
Syzygium amieuense,Least Concern
Syzygium aggregatum,Least Concern
Syzygium acre,Endangered
Syzygium lecardii,Least Concern
Syzygium tripetalum,Least Concern
Syzygium veillonii,Endangered
Syzygium elegans,Vulnerable
Syzygium dawsonianum,Endangered
Syzygium capillaceum,Least Concern
Syzygium brongniartii,Least Concern
Syzygium baudouinii,Vulnerable
Syzygium boulindaense,Near Threatened
Syzygium bullatum,Least Concern
Syzygium koghianum,Least Concern
Syzygium deplanchei,Least Concern
Syzygium ignambiense,Data Deficient
Syzygium frutescens,Least Concern
Syzygium filiflorum,Critically Endangered
Syzygium coccineum,Least Concern
Syzygium balansae,Vulnerable
Syzygium austrocaledonicum,Least Concern
Syzygium apetiolatum,Near Threatened
Syzygium arboreum,Least Concern
Syzygium wagapense,Least Concern
Syzygium viriosum,Vulnerable
Syzygium tenuiflorum,Least Concern
Syzygium tchambaense,Critically Endangered
Syzygium schlechterianum,Endangered
Syzygium schistaceum,Endangered
Syzygium sarmentosum,Endangered
Syzygium rivulare,Vulnerable
Syzygium rhopalanthum,Least Concern
Syzygium ramilepis,Endangered
Syzygium quadrangulare,Near Threatened
Syzygium pterocalyx,Vulnerable
Syzygium pseudopinnatum,Near Threatened
Syzygium parvicarpum,Critically Endangered
Syzygium paniense,Vulnerable
Syzygium pancheri,Least Concern
Syzygium ngoyense,Least Concern
Syzygium neoeugenioides,Endangered
Syzygium mouanum,Least Concern
Syzygium meorianum,Data Deficient
Syzygium macranthum,Least Concern
Syzygium longifolium,Near Threatened
Syzygium lateriflorum,Least Concern
Trichanthecium tenerium,Endangered
Psoralea fruticans,Least Concern
Podalyria myrtillifolia,Least Concern
Rhynchosia argentea,Least Concern
Rhynchosia galpinii,Data Deficient
Rhynchosia pentheri,Least Concern
Schotia afra,Least Concern
Myrcia tetraptera,Critically Endangered
Elaeocarpus glaber,Least Concern
Acacia unguicula,Endangered
Monanthotaxis couvreurii,Critically Endangered
Malosma laurina,Least Concern
Chionanthus virginicus,Least Concern
Cladrastis kentukea,Least Concern
Heterosavia bahamensis,Least Concern
Crataegus flabellata,Least Concern
Forestiera segregata,Least Concern
Guapira discolor,Least Concern
Sideroxylon foetidissimum,Least Concern
Jacquinia keyensis,Least Concern
Platanus racemosa,Least Concern
Salix laevigata,Least Concern
Sideroxylon lanuginosum,Least Concern
Metopium toxiferum,Least Concern
Guapira obtusata,Least Concern
Lyonia ferruginea,Least Concern
Ficus aurea,Least Concern
Canella winterana,Least Concern
Gyminda latifolia,Least Concern
Populus fremontii,Least Concern
Prunus nigra,Least Concern
Xylosma buxifolia,Least Concern
Staphylea bolanderi,Least Concern
Schaefferia frutescens,Least Concern
Ptelea crenulata,Least Concern
Gaultheria puradyatmikae,Data Deficient
Hibiscus fabiana,Vulnerable
Ipomoea apodiensis,Endangered
Ipomoea calcicola,Vulnerable
Ipomoea nivea,Endangered
Ipomoea pochutlensis,Critically Endangered
Ipomoea ramulosa,Critically Endangered
Ipomoea zacatecana,Data Deficient
Liparis bemarahensis,Endangered
Liparis bosseri,Endangered
Liparis chantaliae,Least Concern
Liparis laurentii,Endangered
Liparis magnifica,Endangered
Liparis superclareae,Critically Endangered
Maesa brevipedicellata,Least Concern
Myrsine exquisitorum,Data Deficient
Tricalysia elmar,Endangered
Ventilago vanuatuana,Vulnerable
Endlicheria arenosa,Least Concern
Endlicheria arunciflora,Least Concern
Endlicheria citriodora,Vulnerable
Endlicheria cocuirey,Endangered
Endlicheria dictifarinosa,Least Concern
Endlicheria jefensis,Data Deficient
Endlicheria lorastemon,Least Concern
Endlicheria melinonii,Least Concern
Endlicheria mishuyacensis,Least Concern
Endlicheria tessmannii,Least Concern
Endlicheria verticillata,Least Concern
Endlicheria williamsii,Least Concern
Licaria applanata,Least Concern
Licaria aureosericea,Endangered
Licaria brasiliensis,Least Concern
Licaria crassifolia,Least Concern
Licaria deltoidea,Data Deficient
Licaria dolichantha,Endangered
Licaria macrophylla,Least Concern
Licaria martiniana,Least Concern
Licaria multiflora,Endangered
Licaria oppositifolia,Vulnerable
Licaria pachycarpa,Least Concern
Licaria polyphylla,Least Concern
Licaria trinervis,Endangered
Mezilaurus sprucei,Least Concern
Mezilaurus subcordata,Near Threatened
Mezilaurus synandra,Least Concern
