grupo,nombre cientifico,Nombre común,Familia,Género,Epíteto específico,Categoría de amenaza,Estado taxonómico,Autoría nombre científico,Identificador del taxón
Árbol,Leptobalanus cuspidatus,,Chrysobalanaceae,Leptobalanus,cuspidatus,CR,Aceptado,(Rusby) Sothers & Prance,gbif.org/species/10833243
Árbol,Licania arborea,Garcero | Cañagria | Tapaliso,Chrysobalanaceae,Licania,arborea,EN,Aceptado,Seem.,gbif.org/species/166190574
Árbol,Licania calvescens,,Chrysobalanaceae,Licania,calvescens,VU,Aceptado,Cuatrec.,gbif.org/species/166190546
Árbol,Licania cuspidata,,Chrysobalanaceae,Licania,cuspidata,CR,Aceptado,(Rusby) Prance,gbif.org/species/166190576
Árbol,Licania durifolia,,Chrysobalanaceae,Licania,durifolia,EN,Aceptado,Cuatrec.,gbif.org/species/166190561
Árbol,Licania espinae,,Chrysobalanaceae,Licania,espinae,CR,Aceptado,Prance,gbif.org/species/166190537
Árbol,Licania glauca,,Chrysobalanaceae,Licania,glauca,VU,Aceptado,Cuatrec.,gbif.org/species/2985428
Árbol,Licania pittieri,,Chrysobalanaceae,Licania,pittieri,EN,Aceptado,Prance,gbif.org/species/2985537
Árbol,Licania platypus,,Chrysobalanaceae,Licania,platypus,EN,Aceptado,"Kuntze, 1891",gbif.org/species/8218457
Árbol,Licania silvae,,Chrysobalanaceae,Licania,silvae,VU,Aceptado,Prance,gbif.org/species/2985580
Árbol,Licania sparsipilis,,Chrysobalanaceae,Licania,sparsipilis,EN,Aceptado,S.F.Blake,gbif.org/species/166190524
Árbol,Moquilea cabrerae,Caimito,Chrysobalanaceae,Moquilea,cabrerae,VU,Aceptado,(Prance) Sothers & Prance,gbif.org/species/10892042
Árbol,Moquilea salicifolia,,Chrysobalanaceae,Moquilea,salicifolia,EN,Aceptado,(Cuatrec.) Sothers & Prance,gbif.org/species/10875747
Árbol,Moquilea velata,,Chrysobalanaceae,Moquilea,velata,EN,Aceptado,(Cuatrec.) Sothers & Prance,gbif.org/species/10860418
Árbol,Parinari pachyphylla,Perehuétano,Chrysobalanaceae,Parinari,pachyphylla,EN,Aceptado,Rusby,gbif.org/species/2984940
Árbol,Parinari parvifolia,,Chrysobalanaceae,Parinari,parvifolia,CR,Aceptado,Sandwith,gbif.org/species/2984969
Árbol,Parinari romeroi,Amburé,Chrysobalanaceae,Parinari,romeroi,VU,Aceptado,Prance,gbif.org/species/2984998
Árbol,Chrysochlamys goudotii,,Clusiaceae,Chrysochlamys,goudotii,EN,Aceptado,Planch. & Triana,gbif.org/species/5555742
Árbol,Clusia caicedoi,Mandul,Clusiaceae,Clusia,caicedoi,EN,Aceptado,Cuatrec.,gbif.org/species/5555626
Árbol,Clusia caryophylloides,,Clusiaceae,Clusia,caryophylloides,CR,Aceptado,(Planch. & Triana) Hammel,gbif.org/species/8040451
Árbol,Clusia chusqueae,,Clusiaceae,Clusia,chusqueae,VU,Aceptado,Ewan,gbif.org/species/5555599
Árbol,Clusia cundinamarcensis,,Clusiaceae,Clusia,cundinamarcensis,VU,Aceptado,Cuatrec.,gbif.org/species/5555529
Árbol,Clusia diguensis,,Clusiaceae,Clusia,diguensis,CR,Aceptado,Cuatrec.,gbif.org/species/5556578
Árbol,Clusia fistulosa,,Clusiaceae,Clusia,fistulosa,VU,Aceptado,Cuatrec.,gbif.org/species/5556510
Árbol,Clusia hachensis,Copey,Clusiaceae,Clusia,hachensis,VU,Aceptado,Cuatrec.,gbif.org/species/5556421
Árbol,Clusia lehmannii,,Clusiaceae,Clusia,lehmannii,CR,Aceptado,Vesque,gbif.org/species/5556349
Árbol,Clusia nervosa,,Clusiaceae,Clusia,nervosa,CR,Aceptado,(Planch. & Triana) Engl.,gbif.org/species/5556210
Árbol,Clusia polyandra,,Clusiaceae,Clusia,polyandra,EN,Aceptado,(Vesque) Pipoly,gbif.org/species/5556075
Árbol,Clusia rubescens,,Clusiaceae,Clusia,rubescens,CR,Aceptado,Vesque,gbif.org/species/5556025
Árbol,Clusia tequendamae,,Clusiaceae,Clusia,tequendamae,CR,Aceptado,Cuatrec.,gbif.org/species/5555911
Árbol,Clusia volubilis,Mate,Clusiaceae,Clusia,volubilis,VU,Aceptado,Kunth,gbif.org/species/5555831
Árbol,Garcinia pulvinata,,Clusiaceae,Garcinia,pulvinata,CR,Aceptado,(Planch. & Triana) Hammel,gbif.org/species/7525893
Árbol,Rourea antioquensis,,Connaraceae,Rourea,antioquensis,EN,Aceptado,Cuatrec.,gbif.org/species/3686411
Árbol,Cordia fuertesii,Mulato,Cordiaceae,Cordia,fuertesii,EN,Aceptado,Estrada,gbif.org/species/166218818
Árbol,Cordia killipiana,,Cordiaceae,Cordia,killipiana,EN,Aceptado,J.S.Mill.,gbif.org/species/7785391
Árbol,Cordia ramirezii,,Cordiaceae,Cordia,ramirezii,CR,Aceptado,Estrada,gbif.org/species/166218787
Árbol,Varronia acuta,Guásimo,Cordiaceae,Varronia,acuta,EN,Aceptado,(Pittier) Borhidi,gbif.org/species/4061677
Árbol,Weinmannia parvifoliolata,,Cunoniaceae,Weinmannia,parvifoliolata,EN,Aceptado,Cuatrec.,gbif.org/species/3613246
Árbol,Weinmannia tolimensis,Encenillo,Cunoniaceae,Weinmannia,tolimensis,VU,Aceptado,Cuatrec.,gbif.org/species/7333886
Árbol,Dichapetalum donnell-smithii,,Dichapetalaceae,Dichapetalum,donnell-smithii,VU,Aceptado,Engl.,gbif.org/species/7309883
Árbol,Dichapetalum foreroi,Vijo,Dichapetalaceae,Dichapetalum,foreroi,VU,Aceptado,Prance,gbif.org/species/4196134
Árbol,Dichapetalum rugosum,,Dichapetalaceae,Dichapetalum,rugosum,VU,Aceptado,(Vahl) Prance,gbif.org/species/4196113
Árbol,Stephanopodium cuspidatum,,Dichapetalaceae,Stephanopodium,cuspidatum,EN,Aceptado,Prance,gbif.org/species/4195723
Árbol,Stephanopodium gentryi,,Dichapetalaceae,Stephanopodium,gentryi,VU,Aceptado,Prance,gbif.org/species/4195655
Árbol,Tapura bullata,,Dichapetalaceae,Tapura,bullata,EN,Aceptado,Standl.,gbif.org/species/4195758
Árbol,Tapura colombiana,Nacedero,Dichapetalaceae,Tapura,colombiana,VU,Aceptado,Cuatrec.,gbif.org/species/4195685
Árbol,Perrottetia calva,Guayacán,Dipentodontaceae,Perrottetia,calva,EN,Aceptado,Cuatrec.,gbif.org/species/8329964
Árbol,Perrottetia colorata,,Dipentodontaceae,Perrottetia,colorata,CR,Aceptado,R.Sánchez & Fern.Alonso,gbif.org/species/7736526
Árbol,Perrottetia guacharana,,Dipentodontaceae,Perrottetia,guacharana,EN,Aceptado,R.Sánchez & Fern.Alonso,gbif.org/species/7570264
Árbol,Perrottetia maxima,,Dipentodontaceae,Perrottetia,maxima,VU,Aceptado,Cuatrec.,gbif.org/species/8377867
Árbol,Sloanea esmeraldana,,Elaeocarpaceae,Sloanea,esmeraldana,VU,Aceptado,Pal.-Duque,gbif.org/species/5651286
Árbol,Sloanea garcia-cossioi,,Elaeocarpaceae,Sloanea,garcia-cossioi,CR,Aceptado,Pal.-Duque,gbif.org/species/5651236
Árbol,Sloanea helianthoides,,Elaeocarpaceae,Sloanea,helianthoides,CR,Aceptado,Fern.Alonso & Pal.-Duque,gbif.org/species/7722132
Árbol,Sloanea huilaeana,,Elaeocarpaceae,Sloanea,huilaeana,CR,Aceptado,Pal.-Duque & Fern.Alonso,gbif.org/species/8293797
Árbol,Sloanea loquitoi,,Elaeocarpaceae,Sloanea,loquitoi,CR,Aceptado,Pal.-Duque,gbif.org/species/5651098
Árbol,Sloanea pseudogranulosa,,Elaeocarpaceae,Sloanea,pseudogranulosa,CR,Aceptado,Pal.-Duque,gbif.org/species/5651290
Árbol,Bejaria nana,,Ericaceae,Bejaria,nana,EN,Aceptado,A.C.Sm. & Ewan,gbif.org/species/4173191
Árbol,Cavendishia dendrophila,,Ericaceae,Cavendishia,dendrophila,CR,Aceptado,A.C.Sm.,gbif.org/species/5683248
Árbol,Cavendishia jardinensis,,Ericaceae,Cavendishia,jardinensis,CR,Aceptado,Luteyn,gbif.org/species/5683099
Árbol,Cavendishia longirachis,,Ericaceae,Cavendishia,longirachis,EN,Aceptado,Luteyn,gbif.org/species/5683029
Árbol,Cavendishia macrocephala,,Ericaceae,Cavendishia,macrocephala,VU,Aceptado,A.C.Sm.,gbif.org/species/5683021
Árbol,Cavendishia nuda,,Ericaceae,Cavendishia,nuda,CR,Aceptado,Luteyn,gbif.org/species/5682916
Árbol,Cavendishia sessiliflora,,Ericaceae,Cavendishia,sessiliflora,EN,Aceptado,A.C.Sm.,gbif.org/species/5682684
Árbol,Cavendishia sophoclesioides,,Ericaceae,Cavendishia,sophoclesioides,CR,Aceptado,A.C.Sm.,gbif.org/species/5682660
Árbol,Macleania crassa,,Ericaceae,Macleania,crassa,VU,Aceptado,A.C.Sm.,gbif.org/species/4170964
Árbol,Macleania pubiflora,,Ericaceae,Macleania,pubiflora,VU,Aceptado,Benth.,gbif.org/species/4170471
Árbol,Orthaea caudata,,Ericaceae,Orthaea,caudata,CR,Aceptado,(A.C.Sm.) Luteyn,gbif.org/species/5682853
Árbol,Orthaea cavendishioides,,Ericaceae,Orthaea,cavendishioides,EN,Aceptado,A.C.Sm.,gbif.org/species/5682848
Árbol,Pernettya hirta,,Ericaceae,Pernettya,hirta,EN,Aceptado,(Willd.) Sleumer,gbif.org/species/166192104
Árbol,Plutarchia coronaria,,Ericaceae,Plutarchia,coronaria,VU,Aceptado,(Hook.fil.) A.C.Sm.,gbif.org/species/5684744
Árbol,Plutarchia dasyphylla,,Ericaceae,Plutarchia,dasyphylla,EN,Aceptado,A.C.Sm.,gbif.org/species/5684740
Árbol,Plutarchia dichogama,,Ericaceae,Plutarchia,dichogama,EN,Aceptado,(Cuatrec.) Sleumer,gbif.org/species/5684736
Árbol,Plutarchia guascensis,,Ericaceae,Plutarchia,guascensis,VU,Aceptado,(Cuatrec.) A.C.Sm.,gbif.org/species/5684728
Árbol,Plutarchia minor,,Ericaceae,Plutarchia,minor,EN,Aceptado,A.C.Sm.,gbif.org/species/5684723
Árbol,Plutarchia miranda,,Ericaceae,Plutarchia,miranda,EN,Aceptado,A.C.Sm.,gbif.org/species/5684719
Árbol,Plutarchia monantha,,Ericaceae,Plutarchia,monantha,EN,Aceptado,A.C.Sm.,gbif.org/species/5684715
Árbol,Plutarchia pubiflora,,Ericaceae,Plutarchia,pubiflora,EN,Aceptado,(Wedd.) A.C.Sm.,gbif.org/species/5684709
Árbol,Plutarchia rigida,,Ericaceae,Plutarchia,rigida,VU,Aceptado,(Benth.) A.C.Sm.,gbif.org/species/5684702
Árbol,Semiramisia pulcherrima,,Ericaceae,Semiramisia,pulcherrima,EN,Aceptado,A.C.Sm.,gbif.org/species/4171656
Árbol,Themistoclesia mucronata,,Ericaceae,Themistoclesia,mucronata,VU,Aceptado,(Benth.) Sleumer,gbif.org/species/4168737
Árbol,Themistoclesia recurva,,Ericaceae,Themistoclesia,recurva,VU,Aceptado,A.C.Sm.,gbif.org/species/4168606
Árbol,Themistoclesia rostrata,,Ericaceae,Themistoclesia,rostrata,VU,Aceptado,A.C.Sm.,gbif.org/species/4168575
Árbol,Thibaudia fallax,,Ericaceae,Thibaudia,fallax,CR,Aceptado,A.C.Sm.,gbif.org/species/4167625
Árbol,Erythroxylum cassinoides,,Erythroxylaceae,Erythroxylum,cassinoides,EN,Aceptado,Planch. & Linden ex Triana & Planch.,gbif.org/species/3694048
Árbol,Erythroxylum plowmanianum,Coca de monte,Erythroxylaceae,Erythroxylum,plowmanianum,VU,Aceptado,Cogollo & Pipoly,gbif.org/species/3694162
Árbol,Erythroxylum riverae,,Erythroxylaceae,Erythroxylum,riverae,CR,Aceptado,Jara & J.D.García-Gonz.,gbif.org/species/8429238
Árbol,Acalypha inaequilatera,,Euphorbiaceae,Acalypha,inaequilatera,CR,Aceptado,Cardiel,gbif.org/species/3056555
Árbol,Conceveiba santanderensis,Casaco,Euphorbiaceae,Conceveiba,santanderensis,VU,Aceptado,J.Murillo,gbif.org/species/3074946
Árbol,Croton aristophlebius,Guacamayo,Euphorbiaceae,Croton,aristophlebius,EN,Aceptado,Croizat,gbif.org/species/3059541
Árbol,Croton ater,,Euphorbiaceae,Croton,ater,EN,Aceptado,Croizat,gbif.org/species/3058699
Árbol,Croton boavitanus,,Euphorbiaceae,Croton,boavitanus,CR,Aceptado,Croizat,gbif.org/species/3058997
Árbol,Croton cupreatus,Candelero | Candelero real | Guacamayo | Danto | Mopo,Euphorbiaceae,Croton,cupreatus,VU,Aceptado,Croizat,gbif.org/species/3057841
Árbol,Croton rufolepidotus,,Euphorbiaceae,Croton,rufolepidotus,EN,Aceptado,Caruzo & Riina,gbif.org/species/8100751
Árbol,Croton sibundoyensis,,Euphorbiaceae,Croton,sibundoyensis,EN,Aceptado,Croizat,gbif.org/species/3057993
Árbol,Brownea santanderensis,Ariza,Fabaceae,Brownea,santanderensis,EN,Aceptado,Quiñones,gbif.org/species/2970478
Árbol,Browneopsis sanintiae,,Fabaceae,Browneopsis,sanintiae,CR,Aceptado,Silverst.,gbif.org/species/8227152
Árbol,Chloroleucon sempervivum,Parasiempre,Fabaceae,Chloroleucon,sempervivum,EN,Aceptado,Silverst.,gbif.org/species/8740797
Árbol,Clathrotropis brunnea,Sapán,Fabaceae,Clathrotropis,brunnea,EN,Aceptado,Amshoff,gbif.org/species/2939634
Árbol,Dipteryx oleifera,Choibá,Fabaceae,Dipteryx,oleifera,VU,Aceptado,Benth.,gbif.org/species/2947126
Árbol,Klugiodendron umbrianum,,Fabaceae,Klugiodendron,umbrianum,CR,Sinónimo,Britton & Killip,gbif.org/species/166217004
Árbol,Libidibia ebano,Ébano,Fabaceae,Libidibia,ebano,VU,Aceptado,(H.Karst.) Britton & Killip,gbif.org/species/3931565
Árbol,Lonchocarpus antioquiensis,,Fabaceae,Lonchocarpus,antioquiensis,CR,Aceptado,M.Sousa,gbif.org/species/8911335
Árbol,Lupinus colombiensis,,Fabaceae,Lupinus,colombiensis,VU,Aceptado,C.P.Sm.,gbif.org/species/2964352
Árbol,Mimosa trianae,Yopo,Fabaceae,Mimosa,trianae,EN,Aceptado,Benth.,gbif.org/species/2970281
Árbol,Mora oleifera,Nato,Fabaceae,Mora,oleifera,EN,Aceptado,(Triana ex Hemsl.) Ducke,gbif.org/species/5355420
Árbol,Muellera burkartii,Macurutú,Fabaceae,Muellera,burkartii,EN,Aceptado,M.Sousa,gbif.org/species/8896805
Árbol,Ormosia cuatrecasasii,Chochos,Fabaceae,Ormosia,cuatrecasasii,VU,Aceptado,Rudd,gbif.org/species/5355564
Árbol,Ormosia revoluta,,Fabaceae,Ormosia,revoluta,VU,Aceptado,Rudd,gbif.org/species/5355552
Árbol,Peltogyne purpurea,Nazareno,Fabaceae,Peltogyne,purpurea,VU,Aceptado,Pittier,gbif.org/species/2952734
Árbol,Piptadenia uliginosa,,Fabaceae,Piptadenia,uliginosa,EN,Aceptado,Britton & Killip,gbif.org/species/2951789
Árbol,Prioria copaifera,Cativo,Fabaceae,Prioria,copaifera,EN,Aceptado,Griseb.,gbif.org/species/2947108
Árbol,Pseudopiptadenia colombiana,,Fabaceae,Pseudopiptadenia,colombiana,CR,Aceptado,(Britton & Killip) G.P.Lewis,gbif.org/species/2952910
Árbol,Swartzia amabale,,Fabaceae,Swartzia,amabale,EN,Aceptado,"Torke, L.K.Ruíz & Mansano",gbif.org/species/10862130
Árbol,Swartzia magdalenae,Loto,Fabaceae,Swartzia,magdalenae,CR,Aceptado,Britton & Killip,gbif.org/species/5352074
Árbol,Swartzia mucronifera,,Fabaceae,Swartzia,mucronifera,VU,Aceptado,R.S.Cowan,gbif.org/species/5351979
Árbol,Swartzia radiale,,Fabaceae,Swartzia,radiale,EN,Aceptado,"Torke, L.K.Ruíz & Mansano",gbif.org/species/10796657
Árbol,Zapoteca microcephala,,Fabaceae,Zapoteca,microcephala,EN,Aceptado,(Britton & Killip) H.M.Hern.,gbif.org/species/2968122
Árbol,Zygia andaquiensis,,Fabaceae,Zygia,andaquiensis,EN,Aceptado,(C.Barbosa) L.Rico,gbif.org/species/5347363
Árbol,Zygia codonocalyx,,Fabaceae,Zygia,codonocalyx,CR,Aceptado,Barneby & J.W.Grimes,gbif.org/species/5347383
Árbol,Zygia garcia-barrigae,Carbonero,Fabaceae,Zygia,garcia-barrigae,CR,Aceptado,(C.Barbosa) Barneby & J.W.Grimes,gbif.org/species/5347426
Árbol,Zygia hernandezii,Rayado,Fabaceae,Zygia,hernandezii,CR,Aceptado,(C.Barbosa) L.Rico,gbif.org/species/5347397
Árbol,Zygia lehmannii,Escobillo,Fabaceae,Zygia,lehmannii,VU,Aceptado,(Harms) Britton & Rose,gbif.org/species/5347409
Árbol,Zygia multipunctata,,Fabaceae,Zygia,multipunctata,EN,Aceptado,Barneby & J.W.Grimes,gbif.org/species/5347395
Árbol,Colombobalanus excelsa,Roble Negro,Fagaceae,Colombobalanus,excelsa,VU,Aceptado,(Lozano et al.) Nixon & Crepet,gbif.org/species/166191060
Árbol,Quercus humboldtii,Roble,Fagaceae,Quercus,humboldtii,VU,Aceptado,Bonpl.,gbif.org/species/2880642
Árbol,Besleria decipiens,,Gesneriaceae,Besleria,decipiens,EN,Aceptado,C.V.Morton,gbif.org/species/3818583
Árbol,Tournefortia brantii,,Heliotropiaceae,Tournefortia,brantii,EN,Aceptado,J.S.Mill.,gbif.org/species/4066017
Árbol,Tournefortia killipii,,Heliotropiaceae,Tournefortia,killipii,EN,Aceptado,Nowicke,gbif.org/species/4065259
Árbol,Humiriastrum procerum,Chanul,Humiriaceae,Humiriastrum,procerum,CR,Aceptado,(Little) Cuatrec.,gbif.org/species/3649128
Árbol,Hypericum parallelum,,Hypericaceae,Hypericum,parallelum,EN,Aceptado,N.Robson,gbif.org/species/3713562
Árbol,Hypericum pimeleoides,,Hypericaceae,Hypericum,pimeleoides,VU,Aceptado,Planch. & Linden ex Triana & Planch.,gbif.org/species/3713203
Árbol,Juglans neotropica,Nogal,Juglandaceae,Juglans,neotropica,EN,Aceptado,Diels,gbif.org/species/3054364
Árbol,Aegiphila pennellii,,Lamiaceae,Aegiphila,pennellii,VU,Aceptado,Moldenke,gbif.org/species/3891078
Árbol,Aegiphila sylvatica,,Lamiaceae,Aegiphila,sylvatica,CR,Aceptado,Moldenke,gbif.org/species/3890381
Árbol,Hyptidendron arboreum,Gallinazo blanco,Lamiaceae,Hyptidendron,arboreum,VU,Aceptado,(Benth.) Harley,gbif.org/species/3883636
Árbol,Hyptis purdiei,Mastranto azul de Purdie,Lamiaceae,Hyptis,purdiei,EN,Aceptado,Benth.,gbif.org/species/166219659
Árbol,Lepechinia betonicifolia,Matico,Lamiaceae,Lepechinia,betonicifolia,VU,Aceptado,(Lam.) Epling,gbif.org/species/3889038
Árbol,Lepechinia cocuyensis,Savielugo de Cocuy,Lamiaceae,Lepechinia,cocuyensis,VU,Aceptado,J.R.I.Wood,gbif.org/species/3888879
Árbol,Lepechinia velutina,Salvielugo del Chicamocha,Lamiaceae,Lepechinia,velutina,EN,Aceptado,J.R.I.Wood,gbif.org/species/3888337
Árbol,Lepechinia vulcanicola,Salvielugo del Galeras,Lamiaceae,Lepechinia,vulcanicola,VU,Aceptado,J.R.I.Wood,gbif.org/species/3888305
Árbol,Mesosphaerum diffusum,Mastranto serrano,Lamiaceae,Mesosphaerum,diffusum,EN,Aceptado,(Epling) Harley & J.F.B.Pastore,gbif.org/species/7866287
Árbol,Mesosphaerum melissoides,Mastranto del Juanambú,Lamiaceae,Mesosphaerum,melissoides,VU,Aceptado,(Kunth) Kuntze,gbif.org/species/7842083
Árbol,Mesosphaerum obtusatum,Mastranto azul de Nariño,Lamiaceae,Mesosphaerum,obtusatum,EN,Aceptado,(Benth.) Kuntze,gbif.org/species/3890224
